Date,Title,FinBERT
8/2/2017,"markets cold to rbi rate cuts; sensex, nifty close in the red",2
8/2/2017,"nifty hits fresh high of 10,101, sensex up 100 points",2
8/4/2017,dredging co bid: mercator eyes fairfax support,1
8/5/2017,karnataka cuts abdul nasser madani escort fee,0
8/6/2017,ioc to buy up to 50 pc stake in mundra lng terminal,2
8/6/2017,adani transmission acquires 2 spvs from rvpn,1
8/7/2017,2008 bengaluru blast accused abdul nasser madani reaches kerala,1
8/8/2017,adia; blackstone vie for rs 1.6k-cr adani biz park deal in mumbai,1
8/8/2017,"adia, blackstone vie for rs 1.6k-cr adani biz park deal in mumbai",2
8/9/2017,"nifty extends losses for third day, falls 70 pts",0
8/10/2017,'govt will continue to support ai during stake sale process',2
8/10/2017,adani power q1 net loss widens 95% to rs 453 cr,1
8/11/2017,adani picks funding advisor for giant australia coal mine -sources,1
8/14/2017,adani ports q1 net profit falls 13.65% at rs 710 cr,0
8/16/2017,dhamra tense after death of three labourers,1
8/16/2017,"markets open with moderate gains, nifty reclaims 9,800- mark",2
8/18/2017,"nifty continues to rule firm for 3rd day, up 7 pts",2
8/18/2017,"nifty reclaims 9,900-mark, sensex up 167 pts on fund inflows",2
8/19/2017,adani over-invoicing imports; says congress; seeks sc-monitored probe,1
8/19/2017,"adani over-invoicing imports, says congress, seeks sc-monitored probe",1
8/25/2017,overvalued power gear imports: charges on adani companies dropped,0
8/28/2017,adani aims to ship first coal from australian mine in march 2020,2
8/28/2017,adani says to start australian coal mine with own funds,2
8/28/2017,adani group shares surge up to 9%,2
8/28/2017,foreign ownership in bse-200 rises by 43 bps to 24.93% in q1,2
9/1/2017,sweden's saab to tie up with adani for fighter jet deal,2
9/2/2017,"adani project moving at slow pace, says australian minister",1
9/2/2017,"ioc to invest rs 32,000 cr to ramp up petchem capacity by fy21",2
9/2/2017,"sensex rises 258 pts on global rally; nifty above 9,800",2
9/3/2017,adani at odds over royalty negotiations for australian coal mine - paper,1
9/3/2017,adani at odds over royalty negotiations for australian coal mine -paper,1
9/4/2017,"sensex drops 294 points, nifty below 9,900",0
9/14/2017,vizhinjam port deal: hc asks govt to inform about commercial benefits,1
9/20/2017,another plea in hc for probe into over-pricing by power firms,1
9/20/2017,another plea in sc for probe into over-pricing by power firms,1
9/21/2017,"sensex, nifty reverse gains as rupee sinks by 26 paise",0
9/25/2017,works department asks ioc-adani to redo road-filling work,1
9/27/2017,"patanjali to enter textile business, to take on foreign companies",2
9/28/2017,‘surgical strike’ shaves over 440 pts off sensex,1
9/29/2017,"sensex ends steady, but posts weekly loss",0
10/2/2017,greenko makes $2.1-billion bid for reliance infrastructure’s mumbai power business,2
10/3/2017,"sensex keeps clean slate, rallies 214 pts ahead of rbi meet",2
10/5/2017,three engineers booked for 2016 adani power plant accident,1
10/5/2017,iaf to start process to acquire single engine jets this month,2
10/5/2017,wind power tariff hits all-time low of rs 2.64/unit,0
10/5/2017,wind power tariff plunges to record low of rs 2.64 per unit,0
10/5/2017,"gujarat gas hikes cng, png prices",2
10/7/2017,thousands protest across australia against giant adani coal mine,1
10/7/2017,adani enterprises to demerge renewable energy biz,1
10/7/2017,corrected thousands protest across australia against giant adani coal mine,1
10/8/2017,power cuts in 12 dists under jaipur discom from today,2
10/9/2017,"market ends on a flat note, investors on the fence",0
10/10/2017,"ai will not cut jobs, create different ones: intel official",1
10/10/2017,adani transmission shares jump 10%; hit upper circuit,2
10/10/2017,"sensex gains 63.93 points to 31,943 nifty opens at 10,017",2
10/11/2017,"reliance infrastructure, adani power up mumbai unit sale talks",1
10/12/2017,adani co rallies 5% on bid for rel infra’s mumbai assets,1
10/12/2017,adani co rallies 5% on bid for rel infra's mumbai assets,1
10/18/2017,road restoration: corp to vet order,1
10/27/2017,"vedanta, adani may bid for bunder diamond project in mp",2
10/28/2017,dri drops adani group overvaluation case,1
10/28/2017,adani transmission q2 net profit falls 33% to rs 67 crore,0
10/30/2017,"tn govt is acting like a real estate agent for adani power, stalin says",1
10/31/2017,adani power coercing land from farmers: m k stalin,2
10/31/2017,"sbi okays rs 2,317cr for solar projects",1
11/1/2017,adani transmission acquires rinfra wrsss assets for rs 1k cr,1
11/3/2017,"gail runs 15,000 km pipeline nationwide",2
11/3/2017,"markets dip after positive opening, sensex looks to consolidate 33,600-mark",2
11/11/2017,goa government pushes for technology to control coal pollution,2
11/12/2017,adani firm close to finalising rinfra power acquisition deal,1
11/13/2017,"sensex, nifty log first fall in 3 days;adani ports, cil drag",1
11/13/2017,adani ports q2 consolidated net dips 8% to rs 992 cr,2
11/13/2017,adani enterprises' q2 pat falls 6% to rs 59 cr,0
11/16/2017,"markets bounce back but sensex still below 33,000-mark",0
11/16/2017,jamiat chief arshad madani says assam will burn; sparks row,1
11/17/2017,nrc draft: jamiat chief madani faces heat for 'provocation',2
11/18/2017,"‘cm misleading people over coal, rivers issues’",0
11/20/2017,assam police seizes documents on jamiat chief madani's public meeting,1
11/22/2017,"eyeing jet deal, saab offers full tech transfer to india",2
11/23/2017,"ipps' 60,000-mw thermal generation in trouble",0
11/24/2017,adani mulls making saab gripen fighter jet at mihan,1
11/27/2017,adani may not receive million dollar-loan from australian government,1
11/29/2017,"sensex, nifty close flat as markets trade cautious on asian cues",0
11/30/2017,"gas project can be extended to north, says government",2
11/30/2017,adani; hindujas join race for jaypee infra,2
11/30/2017,"adani, hindujas join race for jaypee infra",2
12/1/2017,best to end tata power’s monopoly,1
12/1/2017,‘government trying to undermine panchayat role for coal lobby’,1
12/1/2017,gujarat govt gave private power companies huge profits at public cost: congress,1
12/5/2017,"sensex, nifty open with losses again amid subdued investor sentiments",0
12/6/2017,"adani, essar and tata caught in the political crossfire",1
12/6/2017,adani; essar and tata caught in the political crossfire,1
12/7/2017,jobs and roads are concerns still in icon of industrialization,1
12/8/2017,"markets continue to rally, sensex regains 33,000-mark",2
12/11/2017,pil on over-invoicing by power firms: hc seeks govt's reply,1
12/11/2017,chinese solar panels cloud prospects of $2 billion investment in domestic units,2
12/12/2017,queensland government vetoes plan to support loan to adani in australia,1
12/12/2017,"nifty ends below 10,250, drops 82 points",0
12/13/2017,madani attacks bjp; congress for hate politics,1
12/18/2017,adani cancels 2.6 billion dollar contract with australian mining giant,0
12/18/2017,adani group allowed to restore roads on its own,1
12/21/2017,"adani acquires mumbai business of debt-hit reliance energy for rs 19,000 crore",1
12/21/2017,"adani transmission, rinfra rally up to 10% on power biz deal",2
12/21/2017,"adani buys debt-hit reliance energy for rs 19,000 crore",2
12/21/2017,adani buys debt-hit reliance energy for rs 19;000 crore,2
12/27/2017,promise of investment galore in jharkhand,2
12/30/2017,bjp is poisoning political disourse: swaraj india,1
1/5/2018,adani raises gas prices,2
1/6/2018,animal caught on camera creates scare amid wedding preparations,1
1/8/2018,adani group among top 15 global utility solar power developers,2
1/13/2018,"adani, others can’t sell solar power at higher rate: uperc",1
1/13/2018,adani; others can't sell solar power at higher rate: uperc,1
1/17/2018,"markets make merry as sensex breaches 35,000-mark; it, bank stocks outperform",1
1/18/2018,"business meet hits sweet spot with rs 10,000 crore adani investment plan",2
1/18/2018,business meet hits sweet spot with rs 10;000 crore adani investment plan,2
1/19/2018,adani group to invest in up logistics parks,2
1/19/2018,adani group files defamation case against news portal,1
1/22/2018,"sensex gains 100 points, nifty goes past 10,900-mark in early trade",2
1/25/2018,"markets snap bull run as sensex, nifty trade in red",2
2/1/2018,adani to invest in metro rail projects in state,2
2/1/2018,sit gets 1 year to probe cases of illegal iron ore export dropped by cbi,1
2/3/2018,india on the cusp of explosive growth: gautam adani,1
2/3/2018,"taiwanese oil refiner to invest rs 41,600 crore in gujarat",2
2/4/2018,australian official confirms no federal financing for adani mine,1
2/5/2018,mica to celebrate its foundation day,2
2/7/2018,"govt more concerned about industrialists, not farmers: anna hazare",1
2/7/2018,"pm modi, president ram nath kovind, india inc. top brass to attend investors’ summit",2
2/12/2018,"rinfra's rs 18,800 crore deal with adani transmission gets cci nod",1
2/15/2018,torrent tops wind power auctions with 500 mw in bag,2
2/16/2018,"adani kin buys out air deccan, picks up 60% in air odisha",2
2/16/2018,adani dumps ash on forest land allotted for expansion,2
2/21/2018,adani group will invest rs 35000 crore in up,2
2/21/2018,two firms from gujarat bag awards from gcsra,2
2/22/2018,adani group pledges rs 37;500 crore in 5 years,1
2/22/2018,"adani group pledges rs 37,500 crore in 5 years",1
2/22/2018,mous of rs 1.25 lakh crores to light up power sector,2
2/22/2018,"govt scraps single-engine fighter plan, asks iaf to go for wider competition",1
3/1/2018,reliance infra gets shareholder nod for sale of mumbai power biz to adani,2
3/1/2018,"rs 1,645 crore due in power bills from industries",1
3/1/2018,adani to invest rs 5;000 crore in yeida area,2
3/1/2018,"adani to invest rs 5,000 crore in yeida area",2
3/1/2018,rel infra gets shareholder nod for sale of mumbai power biz to adani,2
3/2/2018,congress accuses govt for letting gujarat jeweller flee country,0
3/5/2018,call on rs 280 crore refund to power firm after legal opinion: cm jai ram thakur,2
3/6/2018,time adani is made accountable: subramanian swamy,1
3/6/2018,time adani is made accountable: swamy,1
3/6/2018,rajasthan bjp mla backs farmers stealing power,1
3/7/2018,adani group stocks slumps on bjp's swamy remarks,0
3/9/2018,"finally, four firms in fray to acquire jaypee infratech",2
3/9/2018,"vpt scraps berth deal with adani, to use it for imported bauxite, coal",1
3/14/2018,brainstorming with yogi adityanath to chalk out up's growth path,2
3/17/2018,"coal shortage hits power generation, tariff may rise",2
3/20/2018,adani group requests more time to complete first phase of the vizhinjam seaport project,1
3/23/2018,city to get more ksrtc cng buses,2
3/23/2018,"opposition alleges conspiracy behind adani’s letter, stages walkout",1
3/23/2018,opposition alleges conspiracy behind adani's letter; stages walkout,1
3/26/2018,assets undervalued: jaypee lenders,1
3/29/2018,birds killed because of non-compliance,0
3/30/2018,6 held for mid-sea theft from dredger near alang,1
3/30/2018,adani enterprises sells entire stake in subsidiary firm,1
3/31/2018,"4% hike in cng, png prices likely",2
4/3/2018,"sensex closes up 100 points as bank, auto stocks outperform",2
4/4/2018,"anil ambani's reliance sends rs 1,000 crore defamation notice to congress's sanjay nirupam",1
4/4/2018,"adani forays into road infra, wins rs 1,140 cr road proj in chhattisgarh",2
4/5/2018,delhi hc seeks cbi report on adani case closure,1
4/5/2018,"sensex gains 400 points, nifty tests 10,250-level on strong global cues",2
4/7/2018,adani ports inaugurates phase ii of dhamra port,1
4/11/2018,dark horse may pip adani; kotak to jaypee infra,1
4/11/2018,"dark horse may pip adani, kotak to jaypee infra",1
4/19/2018,'all power plants running short of coal in rajasthan',1
4/19/2018,adani gas hikes prices of cng; png,1
4/19/2018,"adani gas hikes prices of cng, png",2
5/2/2018,sc sets aside ngt's order quashing ec granted to adani-hazira port,1
5/3/2018,"godrej, patanjali among 4 fmcg giants for ruchi soya",1
5/3/2018,"top stocks for todaty: adani power, adani ports, l&t finance, matrimony.com, pnb housing fin and vedanta",1
5/3/2018,"adani power's q4 net loss narrows to rs 667 cr, to raise rs 5k cr via share/bonds",2
5/3/2018,top stocks for todaty: adani power; adani ports; l&t finance; matrimony.com; pnb housing fin and vedanta,1
5/3/2018,adani ports and special economic zone q4 profit declines 19% to 940 cr,0
5/4/2018,"adani ports’ fy2018 results are in line with expectations, moody’s says",2
5/5/2018,kutch industry looks to private desalination plants,1
5/7/2018,patanjali makes highest bid for broke ruchi soya,2
5/12/2018,supreme court to mull say for homebuyers in liquidation,1
5/15/2018,panel to submit report in july,1
5/15/2018,outdated software hits registration of cng vehicles,1
5/24/2018,"market capitalization of 5 gujrat firms falls below rs 10,000-crore amid volatile markets",0
5/25/2018,"markets surge for second day in row, sensex above 34,900-mark",2
