,Date,Title
1468,2016-12-22," Odisha clears investment proposals worth Rs 3,000 crore "
1469,2016-12-22, First CNG station open at Sangam City 
1470,2016-12-24, BJP reels out documents to accuse UPA of favouring big corporates 
1471,2017-01-08, Vibrant Gujarat Summit: Rs 1 lakh crore fuel to fire up renewable energy 
1472,2017-01-09, Vibrant Gujarat Global Summit - Making of a MoUntain 
1473,2017-01-11," At home turf, PM Narendra Modi makes reforms pitch to woo global business leaders "
1474,2017-01-12," Vibrant Gujarat Summit: 24,000 MoUs worth Rs 20 lakh crore signed on Day Two "
1475,2017-01-13, State to Centre: Clear flyover proposals fast 
1476,2017-01-22, Fire damages corporate office in Navrangpura 
1477,2017-01-23, Major fire in Navrangpura office 
1478,2017-01-25, Tata Steel buys 51% in Odisha port project 
1479,2017-01-31, Hyundai Motor ties-up with Pusa Institute of Technology 
1480,2017-02-03, Refreshing approach to growth via prudent measures: adani 
1481,2017-02-08, Godda villagers seek halt to land takeover for adanis 
1482,2017-02-08,Godda villagers seek halt to land takeover for Adanis
1483,2017-02-09, Fitch assigns 'BBB-' rating to adani Ports' USD 500 mn bonds 
1484,2017-02-09," Rate hopes spur Budget rally, Sensex soars to 4-month high "
1485,2017-02-10, GIS a giant step towards a poverty-free Jharkhand: Raghubar Das 
1486,2017-02-11," With fresh bids, Tamil Nadu inches to max solar power limit "
1487,2017-02-18, Govt yet to approve revenue share in Bhavanapadu Port 
1488,2017-02-20," Sensex ends higher in choppy trade, all eyes on IIP data "
1489,2017-02-20," R-Infra Q3 net up 49% at Rs 375 cr,eyes Rs 2L cr opportunities "
1490,2017-02-20, adani Transmission Q3 net profit up 33% at Rs 99.28 cr 
1491,2017-02-20," Punj Lloyd wins Rs 348 crore pipeline, tankage contracts "
1492,2017-02-21, EPCA plans ban on dirty fuels; gas firms ready with alternative supply 
1493,2017-02-22, CORRECTED-TABLE-India Commercial Papers dealt-Feb 22 
1494,2017-02-22, BREAKINGVIEWS-Lloyds' latest targets look a bridge too far 
1495,2017-02-23, Asia Fuel Oil Tender-Bahrain's Bapco offers mid-March HSFO cargo 
1496,2017-02-23, RPT-TABLE-India Commercial Papers dealt-Feb 22 
1497,2017-02-23, RPT-TABLE-India Commercial Papers dealt-Feb 22 
1498,2017-02-25, If you wanted to see your lawyer –this was the party to be at! 
1499,2017-02-26, More wind power projects to go under hammer next fiscal 
1500,2017-03-01, Unit-4 at Mundra plant runs for record 600 days: adani Power 
1501,2017-03-01, HC stays APSEZ’s notice to CWC 
1502,2017-03-01, Indian firms raise USD 1.82 bn from overseas markets in Jan 
1503,2017-03-02," Sensex fails to keep early lead, down 145 pts on late sell-off "
1504,2017-03-02," Market changes course, Sensex gives up 145 pts "
1505,2017-03-06, adani group seeks another 142ha forest land near Nagzira 
1506,2017-03-06," Violence erupts during Godda gram sabha, several injured "
1507,2017-03-06,Adani group seeks another 142ha forest land near Nagzira
1508,2017-03-07," Public meet ends, majority give nod to power project "
1509,2017-03-10, JVM-P alleges foul play in Godda public meet 
1510,2017-03-12," Owner goes green, neighbourhood’s pride "
1511,2017-03-13,India's Adani applies to Aus govt fund for coal mine railway financing
1512,2017-03-13,Adani Enterprises applies to Aus govt fund for coal mine railway financing
1513,2017-03-17, Queensland govt supports USD 16.5bn coal mine project: adani 
1514,2017-03-17, Mock drill near adani Port in Hajira 
1515,2017-03-17, Mock drill near adani Port in Hajira 
1516,2017-03-17,Mock drill near Adani Port in Hajira
1517,2017-03-17," Kochi has 100 connections, Bengaluru 2,000 "
1518,2017-03-19,Adani to finalise Australia coal investment plan by June
1519,2017-03-19,India's Adani to finalise investment in Australia coal project by June
1520,2017-03-21, Shetty slams SBI chief over farmers’ debt waiver remarks 
1521,2017-03-21, 142ha forest land near Nagzira for adani plant 
1522,2017-03-21,142ha forest land near Nagzira for Adani plant
1523,2017-03-26," AII, Purdue University to collaborate "
1524,2017-03-26," AII, Purdue University to collaborate "
1525,2017-03-31, Shah panel trashes graft charges against Guj govt under Modi 
1526,2017-04-01, Government pumps in money but gets meagre returns from PSUs 
1527,2017-04-01, Sreenivasan: Athirappilly project to help middlemen make money 
1528,2017-04-05, adani's coal mine project in Australia granted water licence 
1529,2017-04-07, Inquiry likely against private firm 
1530,2017-04-12, Supreme Court sets aside power tariff order of tribunal 
1531,2017-04-12, Navrachana University felicitates schools under ‘Swachhagrah’ project 
1532,2017-04-15, 500 to gain from skill devpt centre in Tiroda 
1533,2017-04-17," From poultry business, brothers strike oil with grit "
1534,2017-04-18, JVM-P protest over adani land 
1535,2017-04-19," Sensex back in green, IMD forecast holds out hope "
1536,2017-04-19, AP government wants more revenue share at Bhavanapadu port 
1537,2017-04-21,Stir against Adani project spreads across Godda
1538,2017-04-26, CITY GAS PROJECT - Local bodies in a spot over GO 
1539,2017-04-27," Woman trainee pilot, instructor dead as plane hits high tension wire "
1540,2017-04-29, Iran offers India to run phase one of Chabahar Port 
1541,2017-04-30, Brinda Karat takes dig at BJP for ‘double speak’ on Kashmir 
1542,2017-04-30,Australia does not rule out government loan for Adani mine project
1543,2017-05-03,Adani Group meets Godda land donors
1544,2017-05-03, adani Group meets Godda land donors 
1545,2017-05-04, JVM-P plans statewide agitation 
1546,2017-05-04,Adani agrees $54 million steel supply agreement with Arrium - source
1547,2017-05-05," Mkts on a roll:Sensex soars 189 pts on reforms, earnings boost "
1548,2017-05-08, Kamarajar Port-adani Group terminal to be ready in 1 month 
1549,2017-05-09," Power plants flout norms, don’t transport fly-ash "
1550,2017-05-11," adani Power Limited halts 1,250MW supply to GUVNL "
1551,2017-05-11,Adani Power Limited halts 1;250MW supply to GUVNL
1552,2017-05-12,Adani Power cuts 1;250 MW power supply to GUVNL
1553,2017-05-12," adani Power cuts 1,250 MW power supply to GUVNL "
1554,2017-05-12, MLA fears threat to life from government 
1555,2017-05-17,Adani Power shares jump nearly 9% on buzz of CERC relief
1556,2017-05-17, adani Power shares jump nearly 9% on buzz of CERC relief 
1557,2017-05-19, SAC inks MoU with adani group to optimize solar power generation 
1558,2017-05-19,SAC inks MoU with Adani group to optimize solar power generation
1559,2017-05-22, adani to begin extracting coal from Australian project in FY21 
1560,2017-05-22," Unhappy with diluted state Rera, Homebuyers seek divine intervention "
1561,2017-05-22,Adani to begin extracting coal from Australian project in FY21
1562,2017-05-23, Sensex down 85 points in early trade on profit booking 
1563,2017-05-24," Vizhinjam project favours adani, says CAG report "
1564,2017-05-26,Adani coal royalties back on Australia state cabinet agenda
1565,2017-05-26," Markets continue to surge as Sensex, Nifty reach all-time highs "
1566,2017-05-27,India's Adani has to pay royalties in full for coal mine - Australia state premier
1567,2017-05-27,Adani has to pay royalties in full for coal mine - Australia state premier
1568,2017-05-30, adani Australian coal project back on track with royalty deal 
1569,2017-05-31, adani Oz coal project back on track with royalty deal 
1570,2017-05-31,Adani Oz coal project back on track with royalty deal
1571,2017-06-01," Sensex, Nifty end flat; guard against volatility after GDP numbers "
1572,2017-06-04, CM Oommen Chandy: Competitors keen to see Vizhinjam project nixed 
1573,2017-06-06,Adani gives final approval for $4 billion Australia coal mine
1574,2017-06-06,Adani backs go-ahead for $4 billion Australia coal mine
1575,2017-06-06,Adani gives final approval for $4 billion Australia coal mine project
1576,2017-06-07, ‘Panel should probe more matters’ 
1577,2017-06-09, Contractors’ men seek adani Gas jobs 
1578,2017-06-09,Contractors' men seek Adani Gas jobs
1579,2017-06-12, Vizhinjam deal report: Oommen Chandy writes to CAG 
1580,2017-06-14," Flying high, coming down with a thud "
1581,2017-06-19, Fitch rates adani Ports' proposed USD notes as BBB-(EXP) 
1582,2017-06-19, Corp NBFCs look to steer lending boom 
1583,2017-06-19, Moody's revises adani Ports outlook to stable from negative 
1584,2017-06-20, Blocking creeks near Mundra: Human rights commission seeks report over fisherman's plaint 
1585,2017-06-21,ISS secret meet case: Abdul Nasser Madani challenges police report
1586,2017-06-21, Petronet in talks to buy stake in GSPC's Mundra LNG terminal 
1587,2017-06-22, Tata Power offers to sell 51% stake in Mundra for Re 1 
1588,2017-06-27," Govt stitches rescue plan for Tata, adani power plants "
1589,2017-06-27," Sensex, Nifty open strong after long weekend "
1590,2017-06-29," Cong, NCP ask govt to clarify stand on Land Bill "
1591,2017-06-29, Government to approve FDI proposals in 8-10 weeks 
1592,2017-06-29, GUVNL vets proposals to take over imported-coal power plants 
1593,2017-06-29, MEP to collect toll at Rajiv Gandhi Sea Link 
1594,2017-06-29, India's solar power capacity to be 22 GW by March: Goyal 
1595,2017-07-04," Sensex, Nifty gain by 1% in feel-good rally "
1596,2017-07-10, Gujarat meet today on rescue plan for power plants 
1597,2017-07-11, No plan to invest in white elephants: Chimanbhai Sapariya 
1598,2017-07-13, BoA defers decision on adanis' Mundra plant transfer proposal 
1599,2017-07-13,BoA defers decision on Adanis' Mundra plant transfer proposal
1600,2017-07-19, Moody's upgrades adani's Abbot Point rating to stable from -ve 
1601,2017-07-24, UP govt issues notice to six companies for failing to set up power plants 
1602,2017-07-25, UPPCL notice to 6 companies for not installing solar power plant 
1603,2017-07-26," Sparks fly at TNERC public hearing over debt, power deals "
1604,2017-08-02," Markets cold to RBI rate cuts; Sensex, Nifty close in the red "
1605,2017-08-02," Nifty hits fresh high of 10,101, Sensex up 100 points "
1606,2017-08-04, Dredging co bid: Mercator eyes Fairfax support 
1607,2017-08-05,Karnataka cuts Abdul Nasser Madani escort fee
1608,2017-08-06, IOC to buy up to 50 pc stake in Mundra LNG terminal 
1609,2017-08-06,Adani Transmission acquires 2 SPVs from RVPN
1610,2017-08-06, adani Transmission acquires 2 SPVs from RVPN 
1611,2017-08-07,2008 Bengaluru blast accused Abdul Nasser Madani reaches Kerala
1612,2017-08-08,ADIA; Blackstone vie for Rs 1.6k-cr Adani biz park deal in Mumbai
1613,2017-08-08," ADIA, Blackstone vie for Rs 1.6k-cr adani biz park deal in Mumbai "
1614,2017-08-08,ADIA; Blackstone vie for Rs 1.6k-cr Adani biz park deal in Mumbai
1615,2017-08-09," Nifty extends losses for third day, falls 70 pts "
1616,2017-08-10, 'Govt will continue to support AI during stake sale process' 
1617,2017-08-10, adani Power Q1 net loss widens 95% to Rs 453 cr 
1618,2017-08-11,Adani picks funding advisor for giant Australia coal mine -sources
1619,2017-08-14, adani Ports Q1 net profit falls 13.65% at Rs 710 cr 
1620,2017-08-16, Dhamra tense after death of three labourers 
1621,2017-08-16," Markets open with moderate gains, Nifty reclaims 9,800- mark "
1622,2017-08-18," Nifty continues to rule firm for 3rd day, up 7 pts "
1623,2017-08-18," Nifty reclaims 9,900-mark, Sensex up 167 pts on fund inflows "
1624,2017-08-19,Adani over-invoicing imports; says Congress; seeks SC-monitored probe
1625,2017-08-19," adani over-invoicing imports, says Congress, seeks SC-monitored probe "
1626,2017-08-25, Overvalued power gear imports: Charges on adani companies dropped 
1627,2017-08-28,Adani aims to ship first coal from Australian mine in March 2020
1628,2017-08-28,Adani aims to ship first coal from Australian mine in March 2020
1629,2017-08-28,Adani says to start Australian coal mine with own funds
1630,2017-08-28, adani group shares surge up to 9% 
1631,2017-08-28,Adani says to start Australian coal mine with own funds
1632,2017-08-28, Foreign ownership in BSE-200 rises by 43 bps to 24.93% in Q1 
1633,2017-09-01, Sweden's Saab to tie up with adani for fighter jet deal 
1634,2017-09-02," adani project moving at slow pace, says Australian minister "
1635,2017-09-02," IOC to invest Rs 32,000 cr to ramp up petchem capacity by FY21 "
1636,2017-09-02," Sensex rises 258 pts on global rally; Nifty above 9,800 "
1637,2017-09-03,Adani at odds over royalty negotiations for Australian coal mine - paper
1638,2017-09-03,Adani at odds over royalty negotiations for Australian coal mine -paper
1639,2017-09-04," Sensex drops 294 points, Nifty below 9,900 "
1640,2017-09-14, Vizhinjam port deal: HC asks govt to inform about commercial benefits 
1641,2017-09-20, Another plea in HC for probe into over-pricing by power firms 
1642,2017-09-20, Another plea in SC for probe into over-pricing by power firms 
1643,2017-09-21," Sensex, Nifty reverse gains as rupee sinks by 26 paise "
1644,2017-09-25,Works department asks IOC-Adani to redo road-filling work
1645,2017-09-25, Works department asks IOC-adani to redo road-filling work 
1646,2017-09-27," Patanjali to enter textile business, to take on foreign companies "
1647,2017-09-27," Patanjali to enter textile business, to take on foreign companies "
1648,2017-09-28, ‘Surgical strike’ shaves over 440 pts off sensex 
1649,2017-09-29," Sensex ends steady, but posts weekly loss "
1650,2017-10-02, Greenko makes $2.1-billion bid for Reliance Infrastructure’s Mumbai Power business 
1651,2017-10-03," Sensex keeps clean slate, rallies 214 pts ahead of RBI meet "
1652,2017-10-05,Three engineers booked for 2016 Adani power plant accident
1653,2017-10-05, IAF to start process to acquire single engine jets this month 
1654,2017-10-05, Wind power tariff hits all-time low of Rs 2.64/unit 
1655,2017-10-05, Wind power tariff plunges to record low of Rs 2.64 per unit 
1656,2017-10-05, Three engineers booked for 2016 adani power plant accident 
1657,2017-10-05," Gujarat Gas hikes CNG, PNG prices "
1658,2017-10-07,Thousands protest across Australia against giant Adani coal mine
1659,2017-10-07, adani Enterprises to demerge renewable energy biz 
1660,2017-10-07,corrected thousands protest across australia against giant adani coal mine
1661,2017-10-08, Power cuts in 12 dists under Jaipur discom from today 
1662,2017-10-09," Market ends on a flat note, investors on the fence "
1663,2017-10-10," AI will not cut jobs, create different ones: Intel official "
1664,2017-10-10, adani Transmission shares jump 10%; hit upper circuit 
